鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
三重區,房地(土地+建物),新北市三重區三民街１４６巷１弄１０號四樓,19.48,都市：其他:住宅區,,,1101015,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660328,71.0,2,2,1,有,無,6800000,95775,,0.0,0,陽台外推；,RPVQMLQLIIGGFGF88DA,71.0,0.0,0.0,無,0403
三重區,房地(土地+建物),新北市三重區車路頭街６２巷４９號三樓,19.6,都市：其他:住宅區,,,1100905,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690417,81.0,3,2,1,有,無,9100000,112346,,0.0,0,陽台外推；其他增建；,RPURMLQLIIGGFGF88DA,81.0,0.0,0.0,無,0404
三重區,車位,集勇街１９號等,0.35,都市：其他:住宅區,,,1101004,土地1建物1車位1,,,其他,,,,25.54,0,0,0,有,有,1600000,,坡道平面,25.54,1600000,僅車位交易；,RPUOMLLKJIGGFGF08DA,0.0,0.0,0.0,有,0026
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區民族路２６３巷２８號二樓,18.12,都市：其他:住宅區,,,1101009,土地2建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880723,106.98,3,2,2,有,有,13000000,121518,坡道平面,23.14,0,陽台外推；,RPXPMLKKJIGGFGF38DA,58.64,8.56,0.0,有,0406
三重區,車位,集勇街１９號等,0.35,都市：其他:住宅區,,,1101012,土地1建物1車位1,,,其他,,,,25.54,0,0,0,有,有,1700000,,坡道平面,25.54,1700000,僅車位交易；,RPVQMLKKJIGGFGF28DA,0.0,0.0,0.0,有,0026
三重區,房地(土地+建物)+車位,新北市三重區忠孝路二段１０２號二樓之二,16.65,都市：其他:住宅區,,,1100930,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020813,120.88,3,2,2,有,有,16750000,138567,塔式車位,12.13,0,,RPPPMLKKJIGGFGF57DA,65.22,16.52,0.0,有,0408
三重區,車位,重陽路三段５巷２８號等,0.18,都市：其他:住宅區,,,1100726,土地5建物1車位1,,,其他,,,,39.11,0,0,0,有,有,2400000,,坡道平面,39.11,2400000,僅車位交易；,RPXOMLSJJIGGFGF98DA,0.0,0.0,0.0,有,0026
三重區,房地(土地+建物)+車位,新北市三重區大同南路１６８號十二樓之五,17.85,都市：其他:商業區,,,1100930,土地2建物1車位1,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090720,220.86,4,2,2,有,無,30800000,148591,坡道平面,27.04,2000000,預售屋、或土地及建物分件登記案件；,RPTRMLTJJIGGFGF98DA,111.61,15.95,0.0,有,
永和區,房地(土地+建物)+車位,新北市永和區永平路３４８號十二樓,16.38,都市：其他:住宅區,,,1101010,土地1建物1車位1,十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,206.63,4,2,2,有,有,35200000,191981,坡道平面,35.78,2400000,,RPVQMLMKIIGGFHF48DA,113.78,5.86,0.0,有,
永和區,房地(土地+建物),新北市永和區永平路３３０號九樓,6.48,都市：其他:住宅區,,,1101009,土地1建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,71.6,2,2,1,有,有,14270000,199302,,0.0,0,,RPORMLMKIIGGFHF87DA,47.24,2.92,0.0,有,
中和區,房地(土地+建物)+車位,新北市中和區明禮街１１巷８號十四樓,14.53,都市：其他:住宅區,,,1070121,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100830,138.72,2,2,1,有,有,17820000,149720,坡道平面,35.06,2300000,預售屋、或土地及建物分件登記案件；,RPUSMLMKIIGGFHF58DA,60.75,9.97,0.0,有,
中和區,房地(土地+建物)+車位,新北市中和區明禮街１１巷１６號四樓,17.99,都市：其他:住宅區,,,1070202,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100830,166.49,3,2,2,有,有,21000000,143803,坡道平面,35.06,2100000,預售屋、或土地及建物分件登記案件；,RPPRMLOKIIGGFHF18DA,79.98,8.53,0.0,有,
