鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路３８５號十樓之２,24.64,都市：其他:工商混合區(不得作住宅使用)。,,,1100930,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1021017,141.45,2,1,1,有,有,24000000,169671,坡道平面,0.0,0,,RPSPMLLKJIGGFCA17EA,65.63,13.32,0.0,有,168
中山區,房地(土地+建物),臺北市中山區建國北路一段１５０號十樓之１０,6.24,都市：其他:第三之二種住宅區及第三種住宅區。,,,1101018,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990318,48.46,0,0,0,無,有,13800000,284771,,0.0,0,,RPXNMLPKJIGGFCA87EA,28.02,4.01,0.0,有,169
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段３５０之２號十樓,28.07,都市：其他:第三種住宅區。,,,1101018,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,184.6,2,2,2,有,有,37500000,203142,坡道平面,0.0,0,,RPXOMLMKJIGGFCA67EA,88.28,11.66,0.0,有,170
中山區,房地(土地+建物),臺北市中山區龍江路３７巷９號,24.25,都市：其他:第三種住宅區。,,,1100816,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580712,60.5,2,1,1,有,無,20100000,332231,,0.0,0,其他增建；,RPQPMLLJJIGGFCA86EA,60.5,0.0,0.0,無,171
內湖區,房地(土地+建物),臺北市內湖區成功路二段２７３巷１１號二樓,12.25,都市：其他:第三種商業區。,,,1101027,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690704,47.76,2,1,2,有,無,7500000,157035,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLLJJIGGFCA96EA,45.11,2.65,0.0,無,172
中山區,房地(土地+建物),臺北市中山區民生東路二段８３號六樓之３５,8.6,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)及第三種住宅區。,,,1100927,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690314,46.599999999999994,1,1,1,有,有,7400000,158798,,0.0,0,,RPSPMLLJJIGGFCA07EA,31.58,3.18,0.0,有,
中正區,房地(土地+建物),臺北市中正區林森北路５巷１２之１號八樓,20.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101007,土地2建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610530,156.13,6,3,3,有,有,35000000,224172,,0.0,0,,RPTOMLMLPHGGFBA77EA,156.13,0.0,0.0,有,
大同區,房地(土地+建物),臺北市大同區南京西路６８號五樓,4.37,都市：其他:第三種商業區。,,,1101017,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951115,39.67,0,0,0,無,有,9900000,249559,,0.0,0,,RPPNMLRKJIGGFBA17EA,24.33,1.48,0.0,有,
中正區,房地(土地+建物)+車位,臺北市中正區林森北路１號十樓之１,6.17,都市：其他:第三種商業區。,,,1101015,土地2建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950824,74.95,1,1,1,有,有,19000000,253502,塔式車位,16.31,0,,RPQNMLRKJIGGFBA27EA,38.16,1.87,0.0,有,173
中山區,房地(土地+建物),臺北市中山區民權東路三段７２號四樓之２,17.27,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1101002,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,160.91,3,2,2,有,有,34800000,216270,,0.0,0,陽台外推；,RPUPMLLJJIGGFCA27EA,124.21,9.7,0.0,有,
中山區,房地(土地+建物),臺北市中山區長春路２８號六樓之２,4.07,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101008,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,46.34,1,1,1,有,有,12380000,267156,,0.0,0,,RPVPMLLJJIGGFCA37EA,25.16,4.59,0.0,有,174
中山區,房地(土地+建物),臺北市中山區林森北路５３８號十樓之１,3.56,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100925,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940826,38.57,1,1,1,有,有,10150000,263158,,0.0,0,,RPSNMLLKJIGGFCA96EA,23.17,1.57,0.0,有,175
中山區,房地(土地+建物),臺北市中山區民權東路一段３６號六樓之６,4.52,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101029,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,39.26,1,1,1,有,有,8700000,221600,,0.0,0,夾層；,RPQPMLPKJIGGFCA37EA,23.58,4.37,0.0,有,
松山區,建物,臺北市松山區延壽街１６號十二樓之２,0.0,,,,1101008,土地0建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880428,90.21000000000001,2,1,1,有,有,6000000,66511,坡道平面,0.0,1200000,夾層；地上權房屋；,RPRNMLPKJIGGFDA37EA,34.33,3.6,0.0,有,
